RowID,Competitor,URL,Format,Domains
1827,testgorilla,https://www.testgorilla.com/talent-discovery/sourcing-success-the-secret-source/,Other / editorial,19
1867,testgorilla,https://www.testgorilla.com/the-fintech-factor/,Other / editorial,11
1981,testgorilla,https://www.testgorilla.com/job-seeker/,Other / editorial,6
1982,testgorilla,https://www.testgorilla.com/test-library/programming-skills-tests/,Other / editorial,6
2026,vervoe,https://vervoe.com/ai-in-resume-screening/,Other / editorial,181
2030,vervoe,https://vervoe.com/ai-recruiting-101-a-beginners-guide-to-improving-your-hiring-process/,Other / editorial,113
2032,vervoe,https://vervoe.com/skill-testing/,Other / editorial,61
2034,vervoe,https://vervoe.com/skills-based-hiring/,Other / editorial,37
2035,vervoe,https://vervoe.com/screening-candidates/,Other / editorial,36
2036,vervoe,https://vervoe.com/ai-recruitment-tools-what-they-are-and-the-best-options-for-hiring/,Other / editorial,32
2037,vervoe,https://vervoe.com/employee-value-proposition/,Other / editorial,29
2038,vervoe,https://vervoe.com/assessment-library,Other / editorial,28
2039,vervoe,https://vervoe.com/skills-shortage/,Other / editorial,26
2041,vervoe,https://vervoe.com/generational-diversity-in-the-workplace/,Other / editorial,23
2044,vervoe,https://vervoe.com/most-diverse-companies/,Other / editorial,20
2046,vervoe,https://vervoe.com/age-diversity/,Other / editorial,18
2047,vervoe,https://vervoe.com/economic-benefits-of-diversity/,Other / editorial,17
2048,vervoe,https://vervoe.com/job-simulations/,Other / editorial,17
2051,vervoe,https://vervoe.com/do-work-portfolios-really-showcase-true-talent/,Other / editorial,16
2052,vervoe,https://vervoe.com/virtual-reality-recruitment/,Other / editorial,16
2053,vervoe,https://vervoe.com/why-traditional-recruitment-processes-no-longer-cut-it/,Other / editorial,16
2055,vervoe,https://vervoe.com/recruitment-trends-2021/,Other / editorial,15
2058,vervoe,https://vervoe.com/the-impact-of-slow-hiring/,Other / editorial,15
2060,vervoe,https://vervoe.com/pre-employment-testing/,Other / editorial,14
2061,vervoe,https://vervoe.com/remote-hiring-statistics/,Other / editorial,14
2064,vervoe,https://vervoe.com/gender-discrimination-in-hiring-practices/,Other / editorial,13
2066,vervoe,https://vervoe.com/skill-testing,Other / editorial,13
2069,vervoe,https://vervoe.com/shortlisting/,Other / editorial,12
2070,vervoe,https://vervoe.com/ai-assessments/,Other / editorial,11
2072,vervoe,https://vervoe.com/features,Other / editorial,11
2078,vervoe,https://vervoe.com/features/,Other / editorial,10
2079,vervoe,https://vervoe.com/the-future-of-ai-in-hiring/,Other / editorial,10
2081,vervoe,https://vervoe.com/benefits-of-diversity/,Other / editorial,9
2083,vervoe,https://vervoe.com/fair-hiring-practices/,Other / editorial,9
2091,vervoe,https://vervoe.com/building-a-customer-support-team/,Other / editorial,8
2098,vervoe,https://vervoe.com/diversity-statistics/,Other / editorial,7
2100,vervoe,https://vervoe.com/personality-tests-hiring/,Other / editorial,7
2101,vervoe,https://vervoe.com/recruitment-funnel-metrics/,Other / editorial,7
2102,vervoe,https://vervoe.com/recruitment-plan/,Other / editorial,7
2104,vervoe,https://vervoe.com/ai-bias-in-hiring/,Other / editorial,6
2107,vervoe,https://vervoe.com/call-center-team-structure/,Other / editorial,6
2109,vervoe,https://vervoe.com/customer-service-skills-in-retail/,Other / editorial,6
2114,vervoe,https://vervoe.com/online-interview-guide/,Other / editorial,6
2115,vervoe,https://vervoe.com/online-recruitment-methods/,Other / editorial,6
2119,vervoe,https://vervoe.com/assessment-library/category/product/,Other / editorial,5
2126,vervoe,https://vervoe.com/create-employee-value-proposition/,Other / editorial,5
2127,vervoe,https://vervoe.com/customer-service-skills-in-hospitality/,Other / editorial,5
2134,vervoe,https://vervoe.com/improve-quality-of-hire/,Other / editorial,5
2135,vervoe,https://vervoe.com/job-simulation/,Other / editorial,5
2138,vervoe,https://vervoe.com/6-steps-great-candidate-experience/,Other / editorial,4
2140,vervoe,https://vervoe.com/ai-for-small-business-hiring/,Other / editorial,4
2141,vervoe,https://vervoe.com/assessment-library/,Other / editorial,4
2142,vervoe,https://vervoe.com/assessment-library/category/customer-service/,Other / editorial,4
2145,vervoe,https://vervoe.com/attrition-signals/,Other / editorial,4
2150,vervoe,https://vervoe.com/building-a-product-management-team/,Other / editorial,4
2151,vervoe,https://vervoe.com/choosing-an-ai-hiring-tool/,Other / editorial,4
2152,vervoe,https://vervoe.com/customer-service-soft-skills/,Other / editorial,4
2153,vervoe,https://vervoe.com/customers/walmart/,Other / editorial,4
2154,vervoe,https://vervoe.com/cyber-security-skills-gap/,Other / editorial,4
2155,vervoe,https://vervoe.com/do-work-portfolios-really-showcase-true-talent,Other / editorial,4
2158,vervoe,https://vervoe.com/high-volume-hiring/,Other / editorial,4
2159,vervoe,https://vervoe.com/history-of-personality-tests/,Other / editorial,4
2165,vervoe,https://vervoe.com/job-simulation/sales-simulations/,Other / editorial,4
2167,vervoe,https://vervoe.com/mistakes-when-skills-testing/,Other / editorial,4
2169,vervoe,https://vervoe.com/phone-screening/,Other / editorial,4
2170,vervoe,https://vervoe.com/pre-employment-screening-software/,Other / editorial,4
2172,vervoe,https://vervoe.com/psychometric-testing-hiring/,Other / editorial,4
2173,vervoe,https://vervoe.com/realistic-job-preview/,Other / editorial,4
2177,vervoe,https://vervoe.com/the-ultimate-guide-to-improving-candidate-engagement-while-hiring/,Other / editorial,4
2179,vervoe,http://vervoe.com/ai-bias-audit-results/,Other / editorial,3
