RowID,Competitor,URL,Format,Domains
591,criteria,https://www.criteriacorp.com/case-study/near-cuts-time-hire-by-over-50-criteria,Case study / marketer bait,5
724,criteria,https://www.criteriacorp.com/case-study/centris-federal-credit-union-improves-retention-and-boosts-team-building,Case study / marketer bait,2
725,criteria,https://www.criteriacorp.com/case-study/financial-institution-improves-recruitment-outcomes-cognify-and-emotify,Case study / marketer bait,2
726,criteria,https://www.criteriacorp.com/case-study/leading-transportation-and-logistics-company-reduces-workplace-accidents,Case study / marketer bait,2
727,criteria,https://www.criteriacorp.com/case-study/marine-federal-credit-union-improves-training-outcomes-and-quality-hire,Case study / marketer bait,2
730,criteria,https://www.criteriacorp.com/case-study/signpost-reduces-turnover-significantly-and-increases-productivity,Case study / marketer bait,2
822,eskill,https://eskill.com/case-study/skills-assessments-cut-time-to-hire-20/,Case study / marketer bait,2
1386,recruiterflow,https://recruiterflow.com/blog/bardwood-case-study/,Case study / marketer bait,14
1394,recruiterflow,https://recruiterflow.com/case-studies/andiamo-ai-recruiting-case-study,Case study / marketer bait,12
2367,wecp,https://www.wecreateproblems.com/case-study/the-links-guy,Case study / marketer bait,2
