RowID,Competitor,URL,Format,Domains
1245,mettl,https://mettl.com/test/business-aptitude-test/,Free test / assessment,8
1246,mettl,https://mettl.com/test/job-aptitude-test/,Free test / assessment,8
1247,mettl,https://mettl.com/test/microsoft-excel-skills-knowledge-assessment,Free test / assessment,8
1249,mettl,https://blog.mettl.com/guide/personality-test-assessment/,Free test / assessment,7
1250,mettl,https://blog.mettl.com/leadership-assessment-tools/,Free test / assessment,7
1252,mettl,https://blog.mettl.com/online-test-exam-proctoring/,Free test / assessment,7
1256,mettl,https://mettl.com/behavioral-assessment-test,Free test / assessment,7
1261,mettl,https://mettl.com/job-aptitude-test,Free test / assessment,7
1263,mettl,https://mettl.com/research/talent-assessment-study-2018/,Free test / assessment,7
1265,mettl,https://mettl.com/test/C-sharp-programming-assessment/,Free test / assessment,7
1266,mettl,https://mettl.com/test/aptitude-test-auditors/,Free test / assessment,7
1267,mettl,https://mettl.com/test/digital-marketing-assessment/,Free test / assessment,7
1269,mettl,https://blog.mettl.com/english-proficiency-test-for-campus-hiring/,Free test / assessment,6
1270,mettl,https://blog.mettl.com/english-proficiency-test-software/,Free test / assessment,6
1271,mettl,https://blog.mettl.com/guide/technical-assessment-test/,Free test / assessment,6
1275,mettl,https://blog.mettl.com/types-of-aptitude-test/,Free test / assessment,6
1279,mettl,https://mettl.com/en/online-assessment-platform/,Free test / assessment,6
1281,mettl,https://mettl.com/glossary/p/psychometric-assessment/,Free test / assessment,6
1284,mettl,https://mettl.com/personality-assessment-inventory/,Free test / assessment,6
1286,mettl,https://mettl.com/sales-skill-assessment/,Free test / assessment,6
1287,mettl,https://mettl.com/skills-assessment-test/,Free test / assessment,6
1289,mettl,https://mettl.com/test/aptitude-test-mechanical-engineering/,Free test / assessment,6
1290,mettl,https://mettl.com/test/leadership-qualities-assessment-test/,Free test / assessment,6
1294,mettl,https://blog.mettl.com/guide/cognitive-test-assessment/,Free test / assessment,5
1296,mettl,https://blog.mettl.com/guide/online-assessment/,Free test / assessment,5
1297,mettl,https://blog.mettl.com/guide/online-coding-programming-test/,Free test / assessment,5
1300,mettl,https://blog.mettl.com/personality-assessment-tools-for-hiring/,Free test / assessment,5
1302,mettl,https://mettl.com/employment-personality-test,Free test / assessment,5
1305,mettl,https://mettl.com/en/test/microsoft-excel-skills-knowledge-assessment/,Free test / assessment,5
1306,mettl,https://mettl.com/en/training-needs-assessment/,Free test / assessment,5
1311,mettl,https://mettl.com/test/asp-net-online-test/,Free test / assessment,5
1312,mettl,https://mettl.com/test/core-java-programming-assessment/,Free test / assessment,5
1314,mettl,https://mettl.com/test/node-js-programming-skills-assessment/,Free test / assessment,5
1315,mettl,https://mettl.com/test/pre-employment-personality-assessment,Free test / assessment,5
1316,mettl,https://mettl.com/test/spoken-english-proficiency-test/,Free test / assessment,5
1317,mettl,https://mettl.com/verbal-reasoning-test/,Free test / assessment,5
1320,mettl,https://blog.mettl.com/behavioral-assessment-tools/,Free test / assessment,4
1321,mettl,https://blog.mettl.com/call-center-assessment/,Free test / assessment,4
1326,mettl,https://blog.mettl.com/guide/aptitude-test-assessment/,Free test / assessment,4
1334,mettl,https://blog.mettl.com/psychometric-testing-tools-for-assessment/,Free test / assessment,4
1415,recruiterflow,https://recruiterflow.com/blog/best-talent-assessment-tools/,Free test / assessment,8
1491,talentlyft,https://www.talentlyft.com/en/blog/article/278/everything-you-need-to-know-about-skill-assessment-tests,Free test / assessment,32
1552,talentlyft,https://www.talentlyft.com/en/blog/article/277/20-reasons-to-use-skill-assessment-tests,Free test / assessment,13
1588,talentlyft,https://www.talentlyft.com/en/blog/article/370/5-most-used-hr-assessment-methods-in-2020,Free test / assessment,10
1627,testdome,https://www.testdome.com/tests/ai-literacy-test/262,Free test / assessment,142
1628,testdome,https://www.testdome.com/tests/machine-learning-online-test/267,Free test / assessment,140
1629,testdome,https://www.testdome.com/tests/swift-online-test/248,Free test / assessment,131
