RowID,Competitor,URL,Format,Domains
1739,testdome,https://www.testdome.com/tests/aptitude-test/259,Free test / assessment,2
1740,testdome,https://www.testdome.com/tests/attention-to-detail-test/184,Free test / assessment,2
1741,testdome,https://www.testdome.com/tests/aws-online-test/118,Free test / assessment,2
1742,testdome,https://www.testdome.com/tests/c-sharp-online-test/18,Free test / assessment,2
1743,testdome,https://www.testdome.com/tests/java-spring-online-test/97,Free test / assessment,2
1744,testdome,https://www.testdome.com/tests/javascript-node-js-online-test/111,Free test / assessment,2
1745,testdome,https://www.testdome.com/tests/logical-reasoning-test/89,Free test / assessment,2
1746,testdome,https://www.testdome.com/tests/marketing-analytics-aptitude-test/145,Free test / assessment,2
1747,testdome,https://www.testdome.com/tests/mechanical-engineering-test/180,Free test / assessment,2
1748,testdome,https://www.testdome.com/tests/microsoft-office-test/217,Free test / assessment,2
1749,testdome,https://www.testdome.com/tests/microsoft-word-test/216,Free test / assessment,2
1750,testdome,https://www.testdome.com/tests/php-online-test/30,Free test / assessment,2
1751,testdome,https://www.testdome.com/tests/python-data-science-online-test/65,Free test / assessment,2
1752,testdome,https://www.testdome.com/tests/receptionist-test/205,Free test / assessment,2
1754,testdome,https://www.testdome.com/tests/typescript-javascript-online-test/71,Free test / assessment,2
1755,testdome,https://www.testdome.com/tests/vue-js-online-test/119,Free test / assessment,2
1756,testdome,https://www.testdome.com/tests/web-developer-online-test/16,Free test / assessment,2
1762,testdome,http://testdome.com/dome/Tests/Java-Full-Stack-Programming-Test-Easy,Free test / assessment,1
1763,testdome,http://testdome.com/dome/Tests/Junior-Java-Back-End-Programming-Test,Free test / assessment,1
1774,testdome,http://www.testdome.com/Tests/SQL-online-test/12,Free test / assessment,1
1791,testgorilla,https://www.testgorilla.com/test-library/role-specific-skills-tests/artificial-intelligence-test/,Free test / assessment,145
1793,testgorilla,https://www.testgorilla.com/test-library/role-specific-skills-tests/machine-learning-test/,Free test / assessment,141
1795,testgorilla,https://www.testgorilla.com/test-library/role-specific-skills-tests/natural-language-processing-nlp-test/,Free test / assessment,110
1799,testgorilla,https://www.testgorilla.com/blog/7-test-types-for-a-pre-employment-assessment/,Free test / assessment,66
1801,testgorilla,https://www.testgorilla.com/test-library/,Free test / assessment,64
1806,testgorilla,https://www.testgorilla.com/test-library/cognitive-ability-tests/problem-solving-test/,Free test / assessment,34
1818,testgorilla,https://www.testgorilla.com/test-library/cognitive-ability-tests/critical-thinking-test/,Free test / assessment,25
1822,testgorilla,https://www.testgorilla.com/test-library/role-specific-skills-tests/aws-test/,Free test / assessment,21
1823,testgorilla,https://www.testgorilla.com/test-library/role-specific-skills-tests/ux-ui-design-test/,Free test / assessment,21
1825,testgorilla,https://www.testgorilla.com/test-library/situational-judgment-tests/communication-test/,Free test / assessment,20
1826,testgorilla,https://www.testgorilla.com/test-library/situational-judgment-tests/time-management-test/,Free test / assessment,20
1828,testgorilla,https://www.testgorilla.com/test-library/personality-culture-tests/culture-add-test/,Free test / assessment,18
1832,testgorilla,https://www.testgorilla.com/test-library/programming-skills-tests/python-coding-test-entry-level-algorithms/,Free test / assessment,16
1839,testgorilla,https://www.testgorilla.com/test-library/cognitive-ability-tests/attention-to-detail-test/,Free test / assessment,14
1840,testgorilla,https://www.testgorilla.com/test-library/role-specific-skills-tests/ppc-advertising-test/,Free test / assessment,14
1842,testgorilla,https://www.testgorilla.com/test-library/programming-skills-tests/angular-test/,Free test / assessment,13
1843,testgorilla,https://www.testgorilla.com/test-library/role-specific-skills-tests/hubspot-crm-test/,Free test / assessment,13
1850,testgorilla,https://www.testgorilla.com/test-library/cognitive-ability-tests/mechanical-reasoning-test/,Free test / assessment,12
1851,testgorilla,https://www.testgorilla.com/test-library/programming-skills-tests/react-test/,Free test / assessment,12
1852,testgorilla,https://www.testgorilla.com/test-library/role-specific-skills-tests/talent-acquisition-test/,Free test / assessment,12
1854,testgorilla,https://www.testgorilla.com/blog/employee-skills-assessment/,Free test / assessment,11
1859,testgorilla,https://www.testgorilla.com/blog/skills-assessment-tools/,Free test / assessment,11
1861,testgorilla,https://www.testgorilla.com/speed-typing-test/,Free test / assessment,11
1862,testgorilla,https://www.testgorilla.com/test-library/programming-skills-tests/java-coding-test-entry-level-algorithms/,Free test / assessment,11
1863,testgorilla,https://www.testgorilla.com/test-library/programming-skills-tests/python-coding-test-data-structures-objects/,Free test / assessment,11
1864,testgorilla,https://www.testgorilla.com/test-library/programming-skills-tests/wordpress-developer-test/,Free test / assessment,11
1865,testgorilla,https://www.testgorilla.com/test-library/role-specific-skills-tests/microsoft-excel-advanced-test/,Free test / assessment,11
1866,testgorilla,https://www.testgorilla.com/test-library/role-specific-skills-tests/project-management-test/,Free test / assessment,11
1878,testgorilla,https://www.testgorilla.com/test-library/personality-culture-tests/motivation-test/,Free test / assessment,10
1879,testgorilla,https://www.testgorilla.com/test-library/role-specific-skills-tests/leadership-people-management-test/,Free test / assessment,10
1880,testgorilla,https://www.testgorilla.com/test-library/role-specific-skills-tests/qa-test-engineer-test/,Free test / assessment,10
1881,testgorilla,https://www.testgorilla.com/test-library/role-specific-skills-tests/scrum-master-test/,Free test / assessment,10
1882,testgorilla,https://www.testgorilla.com/test-library/role-specific-skills-tests/technical-seo-test/,Free test / assessment,10
1883,testgorilla,https://www.testgorilla.com/test-library/software-skills-tests/microsoft-excel-general-test/,Free test / assessment,10
1884,testgorilla,https://www.testgorilla.com/assessments/,Free test / assessment,9
1894,testgorilla,https://www.testgorilla.com/test-library/cognitive-ability-tests/numerical-reasoning-test/,Free test / assessment,9
1895,testgorilla,https://www.testgorilla.com/test-library/role-specific-skills-tests/customer-success-representative-saas-test/,Free test / assessment,9
1896,testgorilla,https://www.testgorilla.com/test-library/role-specific-skills-tests/social-media-management-test/,Free test / assessment,9
1904,testgorilla,https://www.testgorilla.com/blog/disc-assessment-chart/,Free test / assessment,8
1906,testgorilla,https://www.testgorilla.com/blog/how-to-interpret-the-results-of-a-big-5-ocean-assessment/,Free test / assessment,8
1907,testgorilla,https://www.testgorilla.com/blog/how-to-test-for-language-proficiency/,Free test / assessment,8
1916,testgorilla,https://www.testgorilla.com/test-library/personality-culture-tests/disc-personality-test/,Free test / assessment,8
1917,testgorilla,https://www.testgorilla.com/test-library/programming-skills-tests/software-engineer-test/,Free test / assessment,8
1924,testgorilla,https://www.testgorilla.com/blog/keeper-test/,Free test / assessment,7
1938,testgorilla,https://www.testgorilla.com/test-library/personality-culture-tests/big-5-personality-test/,Free test / assessment,7
1939,testgorilla,https://www.testgorilla.com/test-library/personality-culture-tests/enneagram-personality-test/,Free test / assessment,7
1940,testgorilla,https://www.testgorilla.com/test-library/role-specific-skills-tests/customer-service-test/,Free test / assessment,7
1941,testgorilla,https://www.testgorilla.com/test-library/role-specific-skills-tests/growth-marketing-b2c-test/,Free test / assessment,7
1942,testgorilla,https://www.testgorilla.com/test-library/role-specific-skills-tests/outside-sales-b2b-test/,Free test / assessment,7
1943,testgorilla,https://www.testgorilla.com/test-library/role-specific-skills-tests/product-owner-test/,Free test / assessment,7
